task,global_idx,umap_1,umap_2,nominal_cluster,stability_fraction,stability_count
pusht,9413,11.59131241,6.25453997,2,1.00000000,9
pusht,9460,12.56018925,8.94694328,2,1.00000000,9
pusht,9972,10.28826046,2.02640939,2,1.00000000,9
pusht,10087,10.74211884,6.02213335,2,1.00000000,9
pusht,10151,10.95678234,6.56138468,2,1.00000000,9
pusht,10335,9.75061607,1.65353549,2,0.88888889,8
pusht,10338,9.78559685,1.67089689,2,0.88888889,8
pusht,10399,11.79865837,6.30385685,2,1.00000000,9
pusht,10445,11.88932133,8.16083145,2,1.00000000,9
pusht,10657,10.96202946,6.18357992,2,1.00000000,9
pusht,10869,11.24965286,7.80604792,2,1.00000000,9
pusht,11026,1.49836910,3.07890964,1,1.00000000,9
pusht,11032,1.51018155,3.24500537,1,1.00000000,9
pusht,11190,1.47387516,4.60296869,1,1.00000000,9
pusht,11419,1.52529967,3.03068137,1,1.00000000,9
pusht,11588,1.47665083,4.85560799,1,1.00000000,9
pusht,11666,1.51283944,2.96183753,1,1.00000000,9
pusht,11687,1.51606917,3.28022909,1,1.00000000,9
pusht,11733,1.60157454,5.27760792,1,1.00000000,9
pusht,11769,4.92169380,13.20849609,3,1.00000000,9
pusht,11791,6.83561707,13.65995598,3,1.00000000,9
pusht,11917,6.57682276,13.62774563,3,1.00000000,9
pusht,12051,6.81218290,13.70771313,3,1.00000000,9
pusht,12072,1.50376546,3.04049730,1,1.00000000,9
pusht,12094,1.51734996,3.44072104,1,1.00000000,9
pusht,12107,1.47769725,4.60661745,1,1.00000000,9
pusht,12166,5.01534271,13.27584839,3,1.00000000,9
pusht,12201,1.49226558,2.99473786,1,1.00000000,9
pusht,12247,1.47921944,4.98205423,1,1.00000000,9
pusht,12453,1.48632765,2.96723723,1,1.00000000,9
pusht,12457,1.49337828,2.99005938,1,1.00000000,9
pusht,12544,3.71344876,12.62989330,3,1.00000000,9
pusht,12735,1.51962435,3.24352574,1,1.00000000,9
pusht,13086,5.08314562,13.25076771,3,1.00000000,9
pusht,13119,1.51292920,3.00326562,1,1.00000000,9
pusht,14461,1.51198006,4.48373175,1,1.00000000,9
pusht,14479,1.52429259,5.09825611,1,1.00000000,9
pusht,14723,1.49950159,4.45489025,1,1.00000000,9
pusht,14850,1.53299153,4.27068567,1,1.00000000,9
pusht,14894,3.61026764,12.63572788,3,0.77777778,7
pusht,15114,1.50659513,4.44949770,1,1.00000000,9
pusht,15145,1.70798182,5.48092031,1,0.88888889,8
pusht,15354,1.51802516,3.21922493,1,1.00000000,9
pusht,15424,3.30938125,12.41490269,3,0.77777778,7
pusht,15628,1.57237756,3.44867754,1,1.00000000,9
pusht,15679,3.54543495,12.61222553,1,0.66666667,6
pusht,15945,3.55808234,12.61255932,1,0.55555556,5
pusht,15998,1.49970329,3.01686430,1,1.00000000,9
pusht,16106,5.62637901,13.71587753,3,1.00000000,9
pusht,16108,5.67178631,13.75438213,3,1.00000000,9
pusht,16127,1.49368882,2.97394443,1,1.00000000,9
pusht,16186,1.54655838,5.22753763,1,1.00000000,9
pusht,16204,1.15669668,9.36750317,1,1.00000000,9
pusht,16226,4.68059587,13.54610634,3,1.00000000,9
pusht,16536,1.55929029,3.29101562,1,1.00000000,9
pusht,16578,1.57142484,5.21172094,1,1.00000000,9
pusht,16589,1.76565647,5.50890732,1,0.55555556,5
pusht,16761,4.92580271,13.85466862,3,1.00000000,9
pusht,16876,5.21207285,13.35858440,3,1.00000000,9
pusht,17031,7.23393536,13.85346031,3,1.00000000,9
pusht,17263,4.27484941,12.75227737,3,1.00000000,9
pusht,17500,1.66344333,5.41293526,1,1.00000000,9
pusht,17663,5.04543638,12.74317837,3,1.00000000,9
pusht,17779,2.01434064,3.02776670,1,1.00000000,9
pusht,17869,1.49029851,4.51462317,1,1.00000000,9
pusht,17893,1.68194664,5.42967319,1,1.00000000,9
pusht,17928,5.31425905,13.59603119,3,1.00000000,9
pusht,18056,4.37229586,13.33055401,3,1.00000000,9
pusht,18185,4.01410770,12.71497726,3,1.00000000,9
pusht,18594,4.88479090,13.81831551,3,1.00000000,9
pusht,18788,1.48245692,4.59035444,1,1.00000000,9
pusht,18856,5.17083549,13.29893494,3,1.00000000,9
pusht,19054,1.48188782,4.68001032,1,1.00000000,9
pusht,19142,1.43810546,3.00108051,1,1.00000000,9
pusht,19368,5.80769348,12.55671215,3,1.00000000,9
pusht,19509,5.86890554,12.62169361,3,1.00000000,9
pusht,19517,7.01721144,13.21157837,3,1.00000000,9
pusht,19586,1.49238718,2.98751569,1,1.00000000,9
pusht,19612,1.51455820,2.97938967,1,1.00000000,9
pusht,19733,0.65072250,8.72154617,1,1.00000000,9
pusht,19777,4.17589140,13.45527649,3,1.00000000,9
pusht,19779,4.18724108,13.45889282,3,1.00000000,9
pusht,19855,1.52158749,5.19846439,1,1.00000000,9
pusht,19927,1.49230301,3.00518370,1,1.00000000,9
pusht,20018,4.46395302,12.84167862,3,1.00000000,9
pusht,20135,1.09115100,9.05309868,1,1.00000000,9
pusht,20344,1.52915919,3.35922146,1,1.00000000,9
pusht,20393,1.87855291,3.03009057,1,1.00000000,9
pusht,20415,1.81416249,2.98805737,1,1.00000000,9
pusht,20467,1.52512968,3.30006886,1,1.00000000,9
pusht,20470,1.52067900,3.32444811,1,1.00000000,9
pusht,20509,1.63332295,5.25866032,1,1.00000000,9
pusht,20527,6.29172754,11.09280872,3,1.00000000,9
pusht,20647,1.64100134,5.32482767,1,1.00000000,9
pusht,20686,5.70347404,12.64721966,3,1.00000000,9
pusht,20721,1.49992478,3.06885886,1,1.00000000,9
pusht,21010,1.51266158,4.46838856,1,1.00000000,9
pusht,21051,4.20005703,12.79688454,3,0.88888889,8
pusht,21422,1.48778224,5.11872625,1,1.00000000,9
pusht,21431,1.66644752,5.42894030,1,0.77777778,7
pusht,21516,1.55318713,3.40609455,1,1.00000000,9
pusht,21755,1.45494533,2.97093415,1,1.00000000,9
pusht,21868,6.23994112,5.41086149,3,0.66666667,6
pusht,22087,0.70139104,8.09945107,1,1.00000000,9
pusht,22120,4.57567978,13.74658966,3,1.00000000,9
pusht,22454,1.53158677,4.46784401,1,1.00000000,9
pusht,22461,1.49419940,5.01636648,1,1.00000000,9
pusht,22759,1.84760213,2.99539566,1,1.00000000,9
pusht,22828,1.53092420,3.35351801,1,1.00000000,9
pusht,22869,1.74391353,5.91622400,1,1.00000000,9
pusht,23018,2.12091184,6.03434849,1,0.88888889,8
pusht,23027,2.10727954,6.03496933,1,0.88888889,8
pusht,23397,1.86062777,5.95674944,1,1.00000000,9
pusht,23797,2.40555835,2.87171984,1,1.00000000,9
pusht,23841,2.92821789,2.76860094,1,1.00000000,9
pusht,24000,1.50792944,3.18897724,1,1.00000000,9
pusht,24068,1.55168796,3.09849524,1,1.00000000,9
pusht,24175,1.52113640,2.98048615,1,1.00000000,9
pusht,24301,12.47429657,9.04776573,2,1.00000000,9
pusht,24562,12.20601654,9.40497971,2,1.00000000,9
pusht,24784,12.01913261,7.82497883,2,1.00000000,9
pusht,25393,12.44299984,9.00563049,2,1.00000000,9
pusht,25459,12.04636574,7.82750940,2,1.00000000,9
pusht,25523,8.85200024,3.45776796,2,1.00000000,9
pusht,25601,8.77583408,3.36252522,2,1.00000000,9
pusht,25630,12.05597305,7.85587931,2,1.00000000,9
pusht,25654,12.23668957,9.55141163,2,1.00000000,9
pusht,25713,12.04559708,7.84676933,2,1.00000000,9
pusht,25874,11.92803288,7.75000000,2,1.00000000,9
pusht,26233,12.57231808,9.02517605,2,1.00000000,9
pusht,26612,8.76177025,3.38289380,2,1.00000000,9
pusht,26721,12.08385277,7.83501339,2,1.00000000,9
pusht,26741,12.48726368,9.10190392,2,1.00000000,9
pusht,27054,12.08656979,7.82857704,2,1.00000000,9
pusht,27128,11.94065952,7.74459505,2,1.00000000,9
pusht,27214,11.91631699,7.70736599,2,1.00000000,9
pusht,27465,11.82696438,7.70873499,2,1.00000000,9
pusht,27497,12.55483627,9.10162544,2,1.00000000,9
pusht,27727,11.92275620,7.80781078,2,1.00000000,9
pusht,28015,8.88828087,11.52814960,3,0.66666667,6
pusht,28165,12.39641571,8.78538799,2,1.00000000,9
pusht,28256,11.96037006,9.98475552,2,1.00000000,9
pusht,28259,10.91580963,10.87839985,3,0.44444444,4
pusht,28305,11.76041222,7.67408371,2,1.00000000,9
pusht,28327,12.35931873,8.81811428,2,1.00000000,9
pusht,28402,12.09827709,7.87495041,2,1.00000000,9
pusht,28713,8.81070232,3.43519020,2,1.00000000,9
pusht,29243,12.08705425,7.86282969,2,1.00000000,9
pusht,29349,12.30360317,9.46195126,2,1.00000000,9
pusht,29379,8.77789974,3.35885620,2,1.00000000,9
pusht,29450,8.88572216,3.25886583,2,1.00000000,9
pusht,29646,11.98249722,7.71447659,2,1.00000000,9
pusht,29666,12.18327999,8.56227589,2,1.00000000,9
pusht,29799,8.81041336,3.36412072,2,1.00000000,9
pusht,29832,12.07396984,7.87788296,2,1.00000000,9
pusht,29934,12.27817154,9.34403038,2,1.00000000,9
pusht,30137,8.76072979,3.33856416,2,1.00000000,9
pusht,30138,8.71383286,3.38848710,2,1.00000000,9
pusht,30634,8.87324715,3.28160691,2,1.00000000,9
pusht,30659,11.67423439,7.71831179,2,1.00000000,9
pusht,30789,11.73245525,8.04803658,2,1.00000000,9
pusht,30951,11.71979904,8.20129681,2,1.00000000,9
pusht,31279,11.79485416,8.93073273,2,1.00000000,9
pusht,31394,8.78395367,3.34004354,2,1.00000000,9
pusht,31500,12.12240791,7.78307724,2,1.00000000,9
pusht,31565,8.78369331,3.37936878,2,1.00000000,9
pusht,31630,9.68783474,9.43239784,2,1.00000000,9
pusht,31697,12.48470879,9.27161312,2,1.00000000,9
pusht,31940,11.97244549,8.27423573,2,1.00000000,9
pusht,32533,10.98388958,10.00232220,3,0.55555556,5
pusht,32774,-0.64316010,6.80872440,1,1.00000000,9
pusht,32849,0.90489101,9.92759800,1,1.00000000,9
pusht,32891,2.41144133,1.79723477,1,1.00000000,9
pusht,32902,2.30703616,2.16965485,1,1.00000000,9
pusht,33178,-0.68009615,6.87246799,1,1.00000000,9
pusht,33406,2.84709096,1.45440960,1,1.00000000,9
pusht,33500,-0.40050682,8.12053585,1,1.00000000,9
pusht,33583,-0.73431104,6.92200375,1,1.00000000,9
pusht,33721,-0.81572419,6.98367167,1,1.00000000,9
pusht,33726,-0.88153279,7.01106596,1,1.00000000,9
pusht,33824,2.47713017,1.74197268,1,1.00000000,9
pusht,34417,-0.72084963,7.64177942,1,1.00000000,9
pusht,34450,0.24718548,8.88383007,1,1.00000000,9
pusht,34566,-0.57896471,7.89468908,1,1.00000000,9
pusht,34567,-0.55201590,7.92398548,1,1.00000000,9
pusht,34627,2.55864716,1.68746102,1,1.00000000,9
pusht,34639,2.37122917,1.93216491,1,1.00000000,9
pusht,34878,2.84808230,1.45311642,1,1.00000000,9
pusht,35000,2.87633991,11.93490982,3,1.00000000,9
pusht,35089,-0.69908881,7.66258621,1,1.00000000,9
pusht,35100,-0.60967302,7.86391211,1,1.00000000,9
pusht,35242,-0.39628586,8.13318920,1,1.00000000,9
pusht,35291,2.80805826,1.48858273,1,1.00000000,9
pusht,35322,-0.67896330,6.88671207,1,1.00000000,9
pusht,35440,2.43891191,1.85237861,1,1.00000000,9
pusht,35594,-0.77601409,6.94466829,1,1.00000000,9
pusht,35648,-0.25895286,8.29162312,1,1.00000000,9
pusht,35720,-0.63310719,6.76121664,1,1.00000000,9
pusht,35794,0.55013371,9.37736893,1,1.00000000,9
pusht,35930,0.83479577,9.87267303,1,1.00000000,9
pusht,35989,-0.64414376,6.82864571,1,1.00000000,9
pusht,36004,-0.86329001,7.07222414,1,1.00000000,9
pusht,36083,2.83681560,1.45729029,1,1.00000000,9
pusht,36087,2.85089684,1.46725774,1,1.00000000,9
pusht,36103,2.52864408,1.71366036,1,1.00000000,9
pusht,36268,-0.83266670,7.03082561,1,1.00000000,9
pusht,36299,-0.61866599,7.81666231,1,1.00000000,9
pusht,36490,2.82585859,1.46207559,1,1.00000000,9
pusht,36541,-0.89119607,7.07269621,1,1.00000000,9
pusht,36728,0.28280208,8.89769554,1,1.00000000,9
pusht,36844,-0.58082664,7.88370657,1,1.00000000,9
pusht,36870,1.05255830,10.17691517,1,1.00000000,9
pusht,37092,-0.76700765,7.57941246,1,1.00000000,9
pusht,37093,-0.75702047,7.56338453,1,1.00000000,9
pusht,37106,-0.54608411,7.91235685,1,1.00000000,9
pusht,37116,-0.44969386,8.04130936,1,1.00000000,9
pusht,37311,2.41958475,1.79185677,1,1.00000000,9
pusht,37314,2.43552899,1.80078626,1,1.00000000,9
pusht,37338,-0.81094211,6.94157267,1,1.00000000,9
pusht,37345,-0.85903245,7.04479694,1,1.00000000,9
pusht,37365,-0.78598225,7.54060173,1,1.00000000,9
pusht,37864,-0.63457930,6.73440266,1,1.00000000,9
pusht,37937,0.57357794,9.48291397,1,1.00000000,9
pusht,38044,-0.65868729,7.82709646,1,1.00000000,9
pusht,38122,2.39101481,1.90054166,1,1.00000000,9
pusht,38322,-0.40351513,8.17572403,1,1.00000000,9
pusht,38373,2.79971027,1.48865068,1,1.00000000,9
pusht,38385,2.43525648,1.79446042,1,1.00000000,9
pusht,38440,-0.69065410,7.68715954,1,1.00000000,9
pusht,38463,-0.02579565,8.62174320,1,1.00000000,9
pusht,38521,2.42685246,1.83815646,1,1.00000000,9
pusht,38895,2.85764027,1.45935977,1,1.00000000,9
pusht,38931,2.32832527,2.09091830,1,1.00000000,9
pusht,39033,2.84981155,1.45766926,1,1.00000000,9
pusht,39257,-0.56782168,7.77605772,1,1.00000000,9
pusht,39322,2.43516707,1.77572215,1,1.00000000,9
pusht,39342,-0.72096300,6.78170490,1,1.00000000,9
pusht,39360,-0.86590761,7.13202524,1,1.00000000,9
pusht,39449,2.59057045,1.65054500,1,1.00000000,9
pusht,39758,-0.88932419,7.04664469,1,1.00000000,9
pusht,39930,-0.43921182,8.06981564,1,1.00000000,9
pusht,40188,-0.66282481,7.79717875,1,1.00000000,9
pusht,40262,2.41897273,1.81554317,1,1.00000000,9
pusht,40360,1.73376465,11.02671432,1,0.66666667,6
pusht,40409,-0.61802942,6.74601460,1,1.00000000,9
pusht,40782,2.80555987,1.48120379,1,1.00000000,9
pusht,40829,-0.85837662,6.95898485,1,1.00000000,9
pusht,40850,-0.79263556,7.48653603,1,1.00000000,9
pusht,41077,2.30461001,2.21426558,1,1.00000000,9
pusht,41498,-0.86169493,6.88824987,1,1.00000000,9
pusht,41647,-0.79635352,7.34328651,1,1.00000000,9
pusht,41739,2.41630721,1.88454390,1,1.00000000,9
pusht,41828,1.10219586,10.15353489,1,1.00000000,9
pusht,42046,2.41603184,10.33602047,1,1.00000000,9
pusht,42105,2.83694220,1.46613574,1,1.00000000,9
pusht,42258,2.79706526,1.49678361,1,1.00000000,9
pusht,42310,2.29787493,8.60672951,1,1.00000000,9
pusht,42524,2.80596375,1.48544908,1,1.00000000,9
pusht,42645,2.83346081,1.45391953,1,1.00000000,9
pusht,42920,2.83683753,1.45666158,1,1.00000000,9
pusht,42992,-0.82811904,7.36165714,1,1.00000000,9
pusht,43001,-0.67475885,7.78502941,1,1.00000000,9
pusht,43078,2.41561174,1.81723034,1,1.00000000,9
pusht,43278,1.67969394,9.12409019,1,1.00000000,9
pusht,43304,1.29298341,9.90048981,1,1.00000000,9
pusht,43348,2.35438752,1.92323124,1,1.00000000,9
pusht,43487,2.31395340,2.06519055,1,1.00000000,9
pusht,43532,-0.68596560,7.72845316,1,1.00000000,9
pusht,43646,2.08351588,10.19522953,1,1.00000000,9
pusht,44040,-0.65562290,6.83834553,1,1.00000000,9
pusht,44108,2.47980499,10.72504044,1,1.00000000,9
pusht,44266,2.81294799,1.47387969,1,1.00000000,9
pusht,44286,2.64567423,1.68326294,1,1.00000000,9
pusht,44339,5.95719385,2.07719636,1,1.00000000,9
pusht,44613,-0.63936496,7.82488918,1,1.00000000,9
pusht,44775,12.68655300,11.26428032,2,0.55555556,5
pusht,44816,2.47780871,1.74191546,1,1.00000000,9
pusht,44840,-0.88865668,6.87795925,1,1.00000000,9
pusht,44846,-0.86204344,6.83893108,1,1.00000000,9
pusht,44862,0.20637681,3.96689630,1,1.00000000,9
pusht,45231,2.54488325,1.69009447,1,1.00000000,9
pusht,45307,3.49865317,1.74039316,1,1.00000000,9
pusht,45388,9.65329742,1.53095460,2,0.88888889,8
pusht,45452,9.58025360,1.38784719,2,0.77777778,7
pusht,45533,2.84572911,1.50451767,1,1.00000000,9
pusht,45591,2.83578849,1.46217823,1,1.00000000,9
pusht,45690,2.82071567,1.47279060,1,1.00000000,9
pusht,45868,2.84065413,1.45366347,1,1.00000000,9
pusht,45978,2.20218945,5.89367533,1,1.00000000,9
pusht,46240,2.84069395,1.45481622,1,1.00000000,9
pusht,46357,2.55277753,12.01240063,3,0.77777778,7
pusht,46380,5.60494757,13.54729939,3,1.00000000,9
pusht,46524,5.70274067,13.68562603,3,1.00000000,9
pusht,46699,2.34021568,11.43752384,3,0.22222222,2
pusht,46710,3.14711356,12.26322651,3,1.00000000,9
pusht,46756,1.73871624,4.91074324,1,1.00000000,9
pusht,46822,1.71698928,4.87786818,1,1.00000000,9
pusht,46908,2.51473618,11.85663509,3,0.55555556,5
pusht,47051,2.64627171,12.19958305,3,0.88888889,8
pusht,47133,5.42805815,13.46285534,3,1.00000000,9
pusht,47143,5.69059229,13.67646217,3,1.00000000,9
pusht,47150,5.71360350,13.69472408,3,1.00000000,9
pusht,47542,3.20491624,11.98747158,3,1.00000000,9
pusht,47597,2.44522858,11.71263123,3,0.33333333,3
pusht,47656,1.66172218,4.98648691,1,1.00000000,9
pusht,47657,1.64331317,5.02207136,1,1.00000000,9
pusht,47978,5.77458954,13.66122150,3,1.00000000,9
pusht,48121,1.72458553,4.82198238,1,1.00000000,9
pusht,48149,2.44343448,11.67038822,3,0.33333333,3
pusht,48193,1.70888090,4.83664989,1,1.00000000,9
pusht,48229,3.13724732,12.24073410,3,1.00000000,9
pusht,48251,5.73429823,13.66371441,3,1.00000000,9
pusht,48268,1.72105491,4.85891914,1,1.00000000,9
pusht,48493,2.33797193,11.50615978,1,0.88888889,8
pusht,48560,2.10786605,10.95641041,1,1.00000000,9
pusht,48724,5.51082993,13.47410011,3,1.00000000,9
pusht,49018,1.71943319,4.83475733,1,1.00000000,9
pusht,49062,4.89678717,13.04288769,3,1.00000000,9
pusht,49072,5.61008739,13.68276691,3,1.00000000,9
pusht,49265,3.21690989,12.08293343,3,1.00000000,9
pusht,49318,2.08291769,10.99042606,1,1.00000000,9
pusht,49350,5.66492367,13.67776012,3,1.00000000,9
pusht,49504,1.70754027,4.80404186,1,1.00000000,9
pusht,49650,1.72286797,4.88271284,1,1.00000000,9
pusht,49716,1.72325730,4.85245848,1,1.00000000,9
pusht,49961,5.08067846,13.17145634,3,1.00000000,9
pusht,50519,5.05541086,12.98579884,3,1.00000000,9
pusht,50582,5.75270414,13.58502865,3,1.00000000,9
pusht,50738,5.16196299,13.79117012,3,1.00000000,9
pusht,50817,1.74827039,4.83153772,1,1.00000000,9
pusht,50859,5.23439837,13.34025097,3,1.00000000,9
pusht,50964,1.76116812,4.85184956,1,1.00000000,9
pusht,50981,4.31554222,12.37774563,3,1.00000000,9
pusht,51000,4.96240282,12.74986935,3,1.00000000,9
pusht,51271,5.66677380,13.49355316,3,1.00000000,9
pusht,51396,2.06194830,11.39749241,1,1.00000000,9
pusht,51405,2.77082467,11.62340355,3,1.00000000,9
pusht,51445,1.74369359,4.85431623,1,1.00000000,9
pusht,51545,2.81486750,11.55716991,3,1.00000000,9
pusht,51620,5.13369989,13.41054726,3,1.00000000,9
pusht,51687,5.52363777,13.49077606,3,1.00000000,9
pusht,51986,1.75674844,4.81292009,1,1.00000000,9
pusht,51993,1.73161757,4.80124283,1,1.00000000,9
pusht,52021,3.26816583,12.40837097,3,1.00000000,9
pusht,52394,4.62920427,13.68317413,3,1.00000000,9
pusht,52442,2.93817425,11.45637512,3,1.00000000,9
pusht,52514,5.24349928,13.32189560,3,1.00000000,9
pusht,52636,3.09599280,4.73471880,1,1.00000000,9
pusht,52752,1.74032271,4.87718582,1,1.00000000,9
pusht,52950,3.75343680,3.24258494,1,1.00000000,9
pusht,52968,1.71835005,4.95681047,1,1.00000000,9
pusht,52996,3.47382092,4.98996973,3,1.00000000,9
pusht,53001,3.44416475,5.10658026,3,1.00000000,9
pusht,53257,6.04854918,6.29317141,3,0.77777778,7
pusht,53278,6.21285009,6.03688049,3,0.66666667,6
pusht,53303,5.40046930,7.01593351,3,1.00000000,9
pusht,53422,5.52178621,6.84969139,3,1.00000000,9
pusht,53701,3.59588861,13.57412720,3,0.77777778,7
pusht,53721,1.58275509,10.88922882,1,1.00000000,9
pusht,53722,1.71294427,11.09948158,1,0.77777778,7
pusht,53799,5.51317739,6.84182978,3,1.00000000,9
pusht,53902,6.27562380,5.93670797,3,0.66666667,6
pusht,53920,6.00634670,6.35585499,3,1.00000000,9
pusht,54081,3.61936212,13.58188343,3,0.77777778,7
pusht,54486,3.12356949,12.20075607,3,1.00000000,9
pusht,54874,5.76636124,6.12124157,3,1.00000000,9
pusht,55006,5.78259134,6.13129950,3,1.00000000,9
pusht,55029,6.17418003,6.06277561,3,0.66666667,6
pusht,55061,5.50453424,6.85888624,3,1.00000000,9
pusht,55148,6.08377838,6.25185108,3,0.77777778,7
pusht,55167,6.27466440,5.98519993,3,0.66666667,6
pusht,55261,5.75987530,6.14320564,3,1.00000000,9
pusht,55341,6.40001965,7.13034964,3,1.00000000,9
pusht,55342,6.37191248,7.17206717,3,1.00000000,9
pusht,55517,5.83989096,6.20626831,3,1.00000000,9
pusht,55693,5.44366980,6.93788004,3,1.00000000,9
pusht,55781,6.09615421,6.17074203,3,0.77777778,7
pusht,56049,6.28241920,5.95262575,3,0.66666667,6
pusht,56448,5.44670439,6.90953350,3,1.00000000,9
pusht,56470,6.34493637,7.26585865,3,1.00000000,9
pusht,56528,5.85103178,6.22272635,3,1.00000000,9
pusht,56543,6.23364305,6.01495409,3,0.66666667,6
pusht,56715,4.29727411,14.01448345,3,0.88888889,8
pusht,56786,6.07623672,6.25771046,3,0.77777778,7
pusht,56920,6.20943642,6.06821489,3,0.66666667,6
pusht,57113,1.36846924,9.24653912,1,1.00000000,9
pusht,57385,5.75242043,6.08367014,3,1.00000000,9
pusht,57552,6.25020075,6.00622559,3,0.66666667,6
pusht,57608,1.63973808,8.73688221,1,0.66666667,6
pusht,57749,6.44849014,7.09634352,3,1.00000000,9
pusht,57801,6.17384911,6.09137297,3,0.66666667,6
pusht,57903,5.78774500,6.10886669,3,1.00000000,9
pusht,57928,6.22187185,6.06827974,3,0.66666667,6
pusht,58072,6.18401861,6.10924530,3,0.66666667,6
pusht,58232,3.63768554,13.61085606,1,0.55555556,5
pusht,58588,5.51105022,6.85590219,3,1.00000000,9
pusht,58710,5.91021490,6.49745893,3,1.00000000,9
pusht,58712,5.60188770,6.78386164,3,1.00000000,9
pusht,58756,6.44649458,7.10318184,3,1.00000000,9
pusht,58763,6.41373825,7.10515118,3,1.00000000,9
pusht,58775,5.76348829,6.05579662,3,1.00000000,9
pusht,58879,1.05434513,6.68297672,1,1.00000000,9
pusht,58948,6.22897434,6.07742071,3,0.66666667,6
pusht,58973,5.46057892,7.09968185,3,1.00000000,9
pusht,59037,5.75878572,6.10781097,3,1.00000000,9
pusht,59046,5.82012320,6.22947359,3,1.00000000,9
pusht,59155,5.75767279,6.09724569,3,1.00000000,9
pusht,59277,5.74274874,6.11856270,3,1.00000000,9
pusht,59508,6.85193729,6.46447086,3,0.77777778,7
pusht,59598,3.45640349,6.57478189,3,1.00000000,9
pusht,59969,5.97283411,6.43350887,3,1.00000000,9
