task,global_idx,umap_1,umap_2,nominal_cluster,stability_fraction,stability_count
tworoom,2974,-5.45804644,1.14796293,2,1.00000000,9
tworoom,2982,10.54380417,16.01212692,3,1.00000000,9
tworoom,2992,9.70003605,15.46717167,3,1.00000000,9
tworoom,3014,7.25079346,6.12111139,3,1.00000000,9
tworoom,3191,13.66388035,6.90632725,3,1.00000000,9
tworoom,3312,-1.35948443,13.32446194,2,1.00000000,9
tworoom,3359,-0.23092726,6.39550400,2,1.00000000,9
tworoom,3494,-1.23360467,7.77217817,2,1.00000000,9
tworoom,3550,-2.14563441,13.64655876,2,1.00000000,9
tworoom,3680,-3.22938704,0.23194343,1,1.00000000,9
tworoom,3715,11.66334629,4.19014072,3,1.00000000,9
tworoom,3838,15.63944721,8.92972755,3,1.00000000,9
tworoom,3916,-0.41601107,0.58189327,2,0.33333333,3
tworoom,3918,-2.31637430,3.94967556,2,1.00000000,9
tworoom,3979,0.78099817,-2.20893598,1,1.00000000,9
tworoom,3983,0.27344251,-4.20188427,1,1.00000000,9
tworoom,4028,11.25913048,-1.09958804,1,1.00000000,9
tworoom,4119,-2.25227880,13.09316349,2,1.00000000,9
tworoom,4177,-0.66513175,11.78324604,2,1.00000000,9
tworoom,4233,-4.98620892,5.65489006,2,1.00000000,9
tworoom,4307,-4.68590069,1.32724404,2,1.00000000,9
tworoom,4331,2.58826852,3.01515079,2,0.66666667,6
tworoom,4375,11.19117069,-0.99070567,1,1.00000000,9
tworoom,4480,2.66795278,-2.07177067,1,1.00000000,9
tworoom,4481,3.24123430,0.12326752,1,1.00000000,9
tworoom,4511,15.55841064,12.79960728,3,1.00000000,9
tworoom,4548,2.62496591,-6.23901081,1,1.00000000,9
tworoom,4566,15.30842876,6.59495401,3,1.00000000,9
tworoom,4577,14.81656742,1.56565392,3,1.00000000,9
tworoom,4650,-0.85365349,11.60762691,2,1.00000000,9
tworoom,4672,-4.01218224,10.00660896,2,1.00000000,9
tworoom,4676,-3.78736567,10.02614403,2,1.00000000,9
tworoom,4697,-4.36724949,7.34136295,2,1.00000000,9
tworoom,4706,-3.65283036,8.00630188,2,1.00000000,9
tworoom,4708,-2.98121285,8.16668701,2,1.00000000,9
tworoom,4718,-1.66937470,12.63368034,2,1.00000000,9
tworoom,4722,-3.46691847,13.68843651,2,1.00000000,9
tworoom,4803,10.12586975,-2.85143375,1,1.00000000,9
tworoom,4892,-0.36561742,-3.46359301,1,1.00000000,9
tworoom,4919,5.97805738,-0.30150238,1,1.00000000,9
tworoom,4971,-2.73709035,10.16825008,2,1.00000000,9
tworoom,5065,-4.40600872,-0.17226116,1,0.77777778,7
tworoom,5163,-2.57069731,16.70318413,2,1.00000000,9
tworoom,5640,2.23943925,-4.27191639,1,1.00000000,9
tworoom,5671,7.79526329,2.69909239,1,1.00000000,9
tworoom,5699,11.58491135,6.50088739,3,1.00000000,9
tworoom,5818,13.39730072,-0.04619073,1,1.00000000,9
tworoom,5845,14.29899597,11.15613461,3,1.00000000,9
tworoom,5938,-4.86802864,4.32870293,2,1.00000000,9
tworoom,5956,-5.33711290,1.67358041,2,1.00000000,9
tworoom,5998,1.88780832,-4.73140287,1,1.00000000,9
tworoom,6053,-1.37473440,16.20499229,2,1.00000000,9
tworoom,6182,1.70518076,5.62567520,2,1.00000000,9
tworoom,6188,1.62919080,-4.10162687,1,1.00000000,9
tworoom,6200,-0.25186336,-6.26214123,1,1.00000000,9
tworoom,6229,9.57342815,7.17806339,3,1.00000000,9
tworoom,6273,7.37637663,-2.61988401,1,1.00000000,9
tworoom,6287,-1.05952275,9.30480862,2,1.00000000,9
tworoom,6297,-0.86159134,13.12105274,2,1.00000000,9
tworoom,6380,-0.39683723,-5.08887815,1,1.00000000,9
tworoom,6381,-1.11860871,-3.80261159,1,1.00000000,9
tworoom,6392,1.69411910,-1.92492175,1,1.00000000,9
tworoom,6445,9.56093121,9.82537460,3,1.00000000,9
tworoom,6475,14.12885761,5.84892797,3,1.00000000,9
tworoom,6496,15.51730061,3.34641409,3,1.00000000,9
tworoom,6587,2.53739357,1.94290149,1,1.00000000,9
tworoom,6599,3.35436034,-5.66303492,1,1.00000000,9
tworoom,6659,15.76416302,11.61166954,3,1.00000000,9
tworoom,6721,-0.92387635,7.04669428,2,1.00000000,9
tworoom,6828,11.18962097,15.00077438,3,1.00000000,9
tworoom,6877,10.57700825,9.45669746,3,1.00000000,9
tworoom,6944,10.63072014,-4.84262943,1,1.00000000,9
tworoom,6945,10.73667812,-4.93074274,1,1.00000000,9
tworoom,6959,3.05174136,0.81618780,1,1.00000000,9
tworoom,6964,-1.06814682,7.65976763,2,1.00000000,9
tworoom,6979,-0.92218810,-2.45817947,1,1.00000000,9
tworoom,6985,-1.02240336,-2.30364847,1,1.00000000,9
tworoom,7209,7.22862625,5.94524908,3,1.00000000,9
tworoom,7306,-2.74311614,11.10918522,2,1.00000000,9
tworoom,7423,3.21408558,0.18448436,1,1.00000000,9
tworoom,7484,7.86473942,2.46220994,1,1.00000000,9
tworoom,7487,8.10254192,0.70058161,1,1.00000000,9
tworoom,7537,6.22306442,-4.86475372,1,1.00000000,9
tworoom,7577,11.45296955,-3.36090779,1,1.00000000,9
tworoom,7603,1.33392680,4.31428337,2,1.00000000,9
tworoom,7615,1.20159400,4.24372196,2,1.00000000,9
tworoom,7647,-3.89037991,4.03618002,2,1.00000000,9
tworoom,7659,15.59575462,3.87420321,3,1.00000000,9
tworoom,7723,2.72115326,-6.29263306,1,1.00000000,9
tworoom,7729,-0.03115246,-2.64776564,1,1.00000000,9
tworoom,7732,-2.24958301,-1.69281280,1,1.00000000,9
tworoom,7762,-0.77609974,-0.39341792,1,1.00000000,9
tworoom,7782,12.81373215,-4.53536701,1,1.00000000,9
tworoom,7805,14.41880417,-0.08361968,1,1.00000000,9
tworoom,7879,-5.66643810,1.72456896,2,1.00000000,9
tworoom,7881,-5.68840742,1.66813707,2,1.00000000,9
tworoom,7885,-5.66178131,1.62166595,2,1.00000000,9
tworoom,7899,-4.95475197,0.87305748,2,1.00000000,9
tworoom,7922,-2.79990983,-2.63345671,1,1.00000000,9
tworoom,8019,0.75812757,-1.72707129,1,1.00000000,9
tworoom,8062,14.26881790,3.78829885,3,1.00000000,9
tworoom,8071,10.02220726,0.44999021,1,1.00000000,9
tworoom,8090,8.41737175,-3.62505245,1,1.00000000,9
tworoom,8102,-0.96952915,11.10670376,2,1.00000000,9
tworoom,8150,4.00400591,-5.93328762,1,1.00000000,9
tworoom,8204,9.26085281,-3.42948556,1,1.00000000,9
tworoom,8345,-1.61793208,2.39611769,2,0.66666667,6
tworoom,8355,3.04629016,0.83146429,1,1.00000000,9
tworoom,8389,-3.09221721,11.11168289,2,1.00000000,9
tworoom,8467,-1.38547647,14.24468327,2,1.00000000,9
tworoom,8525,-3.37134123,10.31642056,2,1.00000000,9
tworoom,8578,11.56153107,0.72028303,1,1.00000000,9
tworoom,8646,-0.96043509,15.86131287,2,1.00000000,9
tworoom,8705,8.81971264,-3.91968155,1,1.00000000,9
tworoom,8767,10.54110146,11.30521107,3,1.00000000,9
tworoom,8855,7.79180002,-3.41614246,1,1.00000000,9
tworoom,8945,9.30507851,9.63293839,3,1.00000000,9
tworoom,8971,15.54989338,2.95941234,3,1.00000000,9
tworoom,9082,13.97265053,13.43555641,3,1.00000000,9
tworoom,9134,5.76551962,-2.69138288,1,1.00000000,9
tworoom,9167,-3.42972469,7.78855658,2,1.00000000,9
tworoom,9207,2.64268374,-3.15274787,1,1.00000000,9
tworoom,9226,8.46456623,-3.42088747,1,1.00000000,9
tworoom,9466,7.10284185,-3.95423198,1,1.00000000,9
tworoom,9505,10.53969193,9.66685677,3,1.00000000,9
tworoom,9525,-2.34136009,12.12652397,2,1.00000000,9
tworoom,9530,-5.55121088,11.68588734,2,1.00000000,9
tworoom,9547,0.48177984,-0.48319250,1,1.00000000,9
tworoom,9566,8.03152847,-1.45975518,1,1.00000000,9
tworoom,9891,-0.96993804,12.67025280,2,1.00000000,9
tworoom,9895,-2.73756838,9.34636784,2,1.00000000,9
tworoom,9898,-1.51422048,12.65671062,2,1.00000000,9
tworoom,9942,-0.49847910,5.55699301,2,1.00000000,9
tworoom,10045,3.20794058,-2.94252944,1,1.00000000,9
tworoom,10046,4.10540628,-5.07952499,1,1.00000000,9
tworoom,10055,8.94935799,12.55530262,3,1.00000000,9
tworoom,10230,-1.62258041,2.94760895,2,1.00000000,9
tworoom,10276,-4.24452353,6.43422604,2,1.00000000,9
tworoom,10301,1.78337789,-6.41407728,1,1.00000000,9
tworoom,10352,15.75770664,7.86897659,3,1.00000000,9
tworoom,10453,-2.87783813,7.45890236,2,1.00000000,9
tworoom,10536,15.06239700,4.64354515,3,1.00000000,9
tworoom,10584,7.41222572,-1.43620694,1,1.00000000,9
tworoom,10622,-0.65520102,4.58503914,2,1.00000000,9
tworoom,10641,-4.47905779,5.14447451,2,1.00000000,9
tworoom,10714,8.60504341,14.51806450,3,1.00000000,9
tworoom,10837,9.86783218,15.00197601,3,1.00000000,9
tworoom,10886,5.31266356,-4.92789221,1,1.00000000,9
tworoom,10898,-3.40564370,0.20775744,1,0.77777778,7
tworoom,10988,14.92820930,0.55155951,1,1.00000000,9
tworoom,11021,11.10619450,-2.68616152,1,1.00000000,9
tworoom,11049,-2.80968642,-0.41528374,1,1.00000000,9
tworoom,11086,14.87924862,9.73699665,3,1.00000000,9
tworoom,11102,9.09756660,6.47604656,3,1.00000000,9
tworoom,11249,-3.18104386,7.39936876,2,1.00000000,9
tworoom,11260,-3.96346974,6.87272835,2,1.00000000,9
tworoom,11359,-2.39327407,16.22619247,2,1.00000000,9
tworoom,11453,13.04303455,13.58239651,3,1.00000000,9
tworoom,11532,-4.72099018,4.84007215,2,1.00000000,9
tworoom,11571,-0.50545388,0.75005299,2,0.77777778,7
tworoom,11685,-1.02393067,-5.87688351,1,1.00000000,9
tworoom,11696,-3.35033512,-1.71813381,1,1.00000000,9
tworoom,11702,15.81201649,11.81589127,3,1.00000000,9
tworoom,11728,14.01913357,6.80997038,3,1.00000000,9
tworoom,11755,12.17675972,-2.22888446,1,1.00000000,9
tworoom,11861,5.04428005,-4.68151379,1,1.00000000,9
tworoom,11921,8.35846996,13.57212448,3,1.00000000,9
tworoom,11970,3.76314020,-6.75797939,1,1.00000000,9
tworoom,11991,15.51372051,3.96577191,3,1.00000000,9
tworoom,12012,11.22885323,7.64964867,3,1.00000000,9
tworoom,12014,8.91106796,8.79146767,3,1.00000000,9
tworoom,12151,2.93626046,-2.81135678,1,1.00000000,9
tworoom,12246,12.18299484,3.90482092,3,1.00000000,9
tworoom,12280,-2.25096154,4.31425858,2,1.00000000,9
tworoom,12289,-1.39619911,-1.60546052,1,1.00000000,9
tworoom,12348,13.58244228,14.52993298,3,1.00000000,9
tworoom,12352,12.92760563,14.41109657,3,1.00000000,9
tworoom,12472,14.88797569,10.81678391,3,1.00000000,9
tworoom,12652,-2.15999269,15.33668423,2,1.00000000,9
tworoom,12732,3.94769740,-2.32619381,1,1.00000000,9
tworoom,12748,7.84289837,3.10037875,1,0.55555556,5
tworoom,12764,11.26245880,12.38561630,3,1.00000000,9
tworoom,12809,5.49373865,-1.91617346,1,1.00000000,9
tworoom,12904,8.00425911,10.74267960,3,1.00000000,9
tworoom,12940,15.68095398,13.76255798,3,1.00000000,9
tworoom,13021,1.28020728,-6.90772390,1,1.00000000,9
tworoom,13092,0.08190189,6.45159388,2,1.00000000,9
tworoom,13113,15.80607224,1.58178723,3,1.00000000,9
tworoom,13165,6.98663139,-4.67227745,1,1.00000000,9
tworoom,13293,1.99571240,0.28038171,1,1.00000000,9
tworoom,13387,7.72561073,3.74513912,3,1.00000000,9
tworoom,13462,-3.83229899,16.39073181,2,1.00000000,9
tworoom,13513,4.43679476,-5.65393925,1,1.00000000,9
tworoom,13520,1.05515349,5.00551176,2,1.00000000,9
tworoom,13526,-5.27129316,12.84116268,2,1.00000000,9
tworoom,13529,-4.11520290,12.65296841,2,1.00000000,9
tworoom,13559,-1.77179480,15.49982452,2,1.00000000,9
tworoom,13657,9.20792484,13.24655533,3,1.00000000,9
tworoom,13730,0.03009582,2.75225210,2,1.00000000,9
tworoom,13762,0.65392911,-0.85027248,1,1.00000000,9
tworoom,13799,15.52142715,6.55191517,3,1.00000000,9
tworoom,13834,12.56996346,9.11709595,3,1.00000000,9
tworoom,13847,13.32651711,4.71582365,3,1.00000000,9
tworoom,13859,13.55322075,3.56852698,3,1.00000000,9
tworoom,13936,14.58822918,5.25792313,3,1.00000000,9
tworoom,13943,12.18717098,1.78177118,1,0.55555556,5
tworoom,13977,0.28092113,2.89030290,2,1.00000000,9
tworoom,14052,7.21510458,-0.07449128,1,1.00000000,9
tworoom,14098,-1.27458465,-1.77351785,1,1.00000000,9
tworoom,14117,14.09250259,6.33670759,3,1.00000000,9
tworoom,14174,-0.60046345,-4.03222370,1,1.00000000,9
tworoom,14182,1.70223415,3.29482770,2,1.00000000,9
tworoom,14193,2.31270862,-2.10170460,1,1.00000000,9
tworoom,14209,2.47197819,-2.80794859,1,1.00000000,9
tworoom,14219,3.08067393,0.45028105,1,1.00000000,9
tworoom,14247,-0.81815088,14.42615604,2,1.00000000,9
tworoom,14291,-1.40391529,14.68440056,2,1.00000000,9
tworoom,14296,-0.67211747,14.12465763,2,1.00000000,9
tworoom,14299,-0.56664950,11.92517662,2,1.00000000,9
tworoom,14348,-1.75217545,12.14869690,2,1.00000000,9
tworoom,14360,-0.14883794,13.00687027,2,1.00000000,9
tworoom,14392,0.33966061,4.40280819,2,1.00000000,9
tworoom,14430,8.31480026,13.40795994,3,1.00000000,9
tworoom,14450,-3.05602169,11.74686623,2,1.00000000,9
tworoom,14501,0.23114009,-6.48341274,1,1.00000000,9
tworoom,14596,-0.66790074,-5.85896063,1,1.00000000,9
tworoom,14636,1.28641558,-5.53212929,1,1.00000000,9
tworoom,14640,-0.18175344,13.67311859,2,1.00000000,9
tworoom,14667,-0.63491184,7.28012466,2,1.00000000,9
tworoom,14685,5.43593359,-3.25194049,1,1.00000000,9
tworoom,14758,0.39510494,-2.38295460,1,1.00000000,9
tworoom,14791,9.61087513,8.70167065,3,1.00000000,9
tworoom,14810,10.83016300,14.52532482,3,1.00000000,9
tworoom,14865,6.79697800,0.24699436,1,1.00000000,9
tworoom,14987,7.23694420,-0.40575650,1,1.00000000,9
tworoom,15033,15.99836922,10.87574196,3,1.00000000,9
tworoom,15068,11.02374077,3.73039007,3,1.00000000,9
tworoom,15128,-1.45534444,-1.55408955,1,1.00000000,9
tworoom,15130,-0.69099635,-0.50083703,1,1.00000000,9
tworoom,15138,-1.03581059,-2.44345188,1,1.00000000,9
tworoom,15240,4.67813063,-0.70692134,1,1.00000000,9
tworoom,15305,-1.89692664,13.42953587,2,1.00000000,9
tworoom,15314,-4.61285543,5.29135561,2,1.00000000,9
tworoom,15372,6.44622850,-1.46552622,1,1.00000000,9
tworoom,15377,8.34853840,3.63130546,3,1.00000000,9
tworoom,15409,-3.58036566,2.66091156,2,1.00000000,9
tworoom,15534,12.62837505,4.90475607,3,1.00000000,9
tworoom,15536,11.27331066,2.65850759,1,0.33333333,3
tworoom,15564,2.90582132,-5.60310984,1,1.00000000,9
tworoom,15616,9.96718407,15.38939667,3,1.00000000,9
tworoom,15830,-0.61938441,-0.36754215,1,1.00000000,9
tworoom,15849,2.95721817,-5.74345255,1,1.00000000,9
tworoom,15955,8.81391144,1.78986204,1,1.00000000,9
tworoom,16035,1.90056300,-1.69597769,1,1.00000000,9
tworoom,16063,1.94971442,-6.40025759,1,1.00000000,9
tworoom,16143,-2.19397545,8.76281357,2,1.00000000,9
tworoom,16255,3.05334997,-3.88252044,1,1.00000000,9
tworoom,16261,1.63344550,0.79074836,1,1.00000000,9
tworoom,16280,13.03910351,1.38500524,3,0.88888889,8
tworoom,16289,12.04925251,-4.63988209,1,1.00000000,9
tworoom,16334,-2.29479384,11.48681736,2,1.00000000,9
tworoom,16343,-4.42992878,3.16206002,2,1.00000000,9
tworoom,16510,-1.48935652,7.37841558,2,1.00000000,9
tworoom,16515,1.34824443,6.39414120,2,1.00000000,9
tworoom,16561,15.64996433,6.27737474,3,1.00000000,9
tworoom,16574,15.24199390,4.98090506,3,1.00000000,9
tworoom,16598,12.30607605,2.92250061,3,1.00000000,9
tworoom,16605,11.16811562,6.89124632,3,1.00000000,9
tworoom,16720,14.45055103,7.58280611,3,1.00000000,9
tworoom,16910,-2.66663551,4.73494339,2,1.00000000,9
tworoom,17015,5.68129778,-5.28313160,1,1.00000000,9
tworoom,17051,-1.60809815,9.86670780,2,1.00000000,9
tworoom,17062,-0.86261106,11.17794800,2,1.00000000,9
tworoom,17103,-2.01819825,8.56341267,2,1.00000000,9
tworoom,17119,3.96976399,-2.66419268,1,1.00000000,9
tworoom,17152,11.20871735,12.04363441,3,1.00000000,9
tworoom,17290,-1.35576522,10.36615372,2,1.00000000,9
tworoom,17317,-1.73209238,9.46683598,2,1.00000000,9
tworoom,17338,0.34767604,-1.35979462,1,1.00000000,9
tworoom,17409,14.24130726,9.66059780,3,1.00000000,9
tworoom,17440,7.83847380,10.15121269,3,1.00000000,9
tworoom,17476,-4.36346674,6.84367085,2,1.00000000,9
tworoom,17515,3.94192934,-2.73941112,1,1.00000000,9
tworoom,17517,1.23757482,-3.66796899,1,1.00000000,9
tworoom,17520,1.32087517,-3.48412943,1,1.00000000,9
tworoom,17540,0.25232169,-5.24655199,1,1.00000000,9
tworoom,17558,11.13112450,-2.63913584,1,1.00000000,9
tworoom,17569,11.70155048,6.60144281,3,1.00000000,9
tworoom,17693,0.29686609,7.01105356,2,1.00000000,9
tworoom,17704,-0.13228261,5.59427691,2,1.00000000,9
tworoom,17723,2.04689217,-6.99003220,1,1.00000000,9
tworoom,17725,7.41139555,-4.62455845,1,1.00000000,9
tworoom,17759,-1.09546280,-2.54830456,1,1.00000000,9
tworoom,17829,11.45343018,8.80883121,3,1.00000000,9
tworoom,17885,-0.35224283,-4.98493385,1,1.00000000,9
tworoom,17899,12.87396622,-0.81722927,1,1.00000000,9
tworoom,17958,10.41731834,13.52841663,3,1.00000000,9
tworoom,17962,11.37914658,12.02765751,3,1.00000000,9
tworoom,18010,3.75850916,-1.06396747,1,1.00000000,9
tworoom,18035,9.10916042,5.21371651,3,1.00000000,9
tworoom,18094,-1.10155261,9.09841537,2,1.00000000,9
tworoom,18130,-2.41920519,-0.25889087,1,1.00000000,9
tworoom,18155,5.92622519,-2.51766706,1,1.00000000,9
tworoom,18287,-5.67037535,1.69434094,2,1.00000000,9
tworoom,18295,-5.21309853,2.44512439,2,1.00000000,9
tworoom,18348,13.31790161,0.50969684,1,1.00000000,9
tworoom,18374,12.19506741,14.00499153,3,1.00000000,9
tworoom,18388,9.64236259,12.79539204,3,1.00000000,9
tworoom,18557,14.52615929,3.78373384,3,1.00000000,9
tworoom,18608,10.75586033,-3.04842186,1,1.00000000,9
tworoom,18635,10.73730850,-1.04205549,1,1.00000000,9
tworoom,18650,-3.90703797,2.27451444,2,1.00000000,9
tworoom,18655,-2.89918017,2.17011666,2,1.00000000,9
tworoom,18665,-0.69041747,-2.58755708,1,1.00000000,9
tworoom,18713,9.48625851,8.67094231,3,1.00000000,9
tworoom,18731,10.41268158,15.40881157,3,1.00000000,9
tworoom,18782,-3.06041193,15.89762306,2,1.00000000,9
tworoom,18789,-3.47478580,13.12703037,2,1.00000000,9
tworoom,18797,-1.59394157,11.30032825,2,1.00000000,9
tworoom,18843,16.03398514,13.05368996,3,1.00000000,9
tworoom,18851,15.77585030,12.13710308,3,1.00000000,9
tworoom,18867,15.77952385,11.65975857,3,1.00000000,9
tworoom,18971,12.57153416,0.98250151,1,1.00000000,9
tworoom,19061,-3.01993942,16.36052704,2,1.00000000,9
tworoom,19087,-5.09350634,13.83586788,2,1.00000000,9
tworoom,19130,2.60344172,-0.74964762,1,1.00000000,9
tworoom,19176,13.96261597,9.93335724,3,1.00000000,9
tworoom,19220,7.31112289,-4.77831554,1,1.00000000,9
tworoom,19267,7.23419666,5.15591621,3,1.00000000,9
tworoom,19307,-1.16699529,-5.16562748,1,1.00000000,9
tworoom,19476,11.89614868,3.41705155,3,1.00000000,9
tworoom,19494,7.71038151,-3.36162782,1,1.00000000,9
tworoom,19505,2.55460429,1.92617130,1,1.00000000,9
tworoom,19513,1.02691936,-0.71683723,1,1.00000000,9
tworoom,19518,-0.58331627,4.70371580,2,1.00000000,9
tworoom,19546,8.09155560,12.06600571,3,1.00000000,9
tworoom,19692,-5.41830492,10.55197620,2,1.00000000,9
tworoom,19803,-3.55116868,13.08208656,2,1.00000000,9
tworoom,19836,1.82265341,-6.77463579,1,1.00000000,9
tworoom,19856,-2.62927508,12.96786404,2,1.00000000,9
tworoom,19893,-4.01384974,6.88081455,2,1.00000000,9
tworoom,19953,15.34133816,9.89158630,3,1.00000000,9
tworoom,20002,-1.05854452,7.70238447,2,1.00000000,9
tworoom,20059,-0.12257449,6.19147444,2,1.00000000,9
tworoom,20061,-1.28526461,8.39828014,2,1.00000000,9
tworoom,20098,10.46907520,5.01082850,3,1.00000000,9
tworoom,20101,12.76664734,6.67220926,3,1.00000000,9
tworoom,20125,9.89330578,13.46418571,3,1.00000000,9
tworoom,20200,-2.73113203,6.67719126,2,1.00000000,9
tworoom,20276,-4.54395008,2.10378098,2,1.00000000,9
tworoom,20279,-2.99681234,2.40350413,2,1.00000000,9
tworoom,20316,2.28374958,-2.18024826,1,1.00000000,9
tworoom,20337,7.64803028,-4.19590282,1,1.00000000,9
tworoom,20373,8.14040852,-3.95607829,1,1.00000000,9
tworoom,20693,-0.96996921,7.06081390,2,1.00000000,9
tworoom,20697,1.68889403,5.65833569,2,1.00000000,9
tworoom,20723,11.09316349,-2.46219611,1,1.00000000,9
tworoom,20805,-0.83932197,6.54197884,2,1.00000000,9
tworoom,20816,-3.25904441,7.17400646,2,1.00000000,9
tworoom,20841,15.50167561,4.37955284,3,1.00000000,9
tworoom,20853,15.31001091,3.01203346,3,1.00000000,9
tworoom,20863,10.81541348,-2.03979015,1,1.00000000,9
tworoom,20894,-0.36171931,-3.42659092,1,1.00000000,9
tworoom,20907,11.99496937,6.86659527,3,1.00000000,9
tworoom,20934,8.94463730,0.20634319,1,1.00000000,9
tworoom,20964,0.80441439,-0.32171151,1,1.00000000,9
tworoom,21010,-1.75069809,3.78887486,2,1.00000000,9
tworoom,21031,-0.72096765,-0.84439605,1,1.00000000,9
tworoom,21062,0.81864381,-5.83160877,1,1.00000000,9
tworoom,21088,10.51225376,8.43398380,3,1.00000000,9
tworoom,21172,-0.33019730,-5.11863518,1,1.00000000,9
tworoom,21177,-1.96355116,-2.97155619,1,1.00000000,9
tworoom,21270,2.34016228,-5.26870584,1,1.00000000,9
tworoom,21287,8.56319714,6.60491848,3,1.00000000,9
tworoom,21343,-5.03047085,3.95711136,2,1.00000000,9
tworoom,21437,15.26198483,1.41856968,3,1.00000000,9
tworoom,21497,-4.18741035,12.02476501,2,1.00000000,9
tworoom,21555,5.22709703,-4.58172131,1,1.00000000,9
tworoom,21573,8.74990177,10.52899933,3,1.00000000,9
tworoom,21666,7.32805395,6.71870422,3,1.00000000,9
tworoom,21753,3.46127844,-3.74494648,1,1.00000000,9
tworoom,21772,9.83301163,5.74758148,3,1.00000000,9
tworoom,21790,8.69048882,14.63637066,3,1.00000000,9
tworoom,21950,-0.52980244,-0.61809283,1,1.00000000,9
tworoom,21984,7.49705887,4.44990301,3,1.00000000,9
tworoom,21988,7.21173334,5.80560207,3,1.00000000,9
tworoom,22004,-2.59805846,-2.49482179,1,1.00000000,9
tworoom,22033,-0.49238396,-4.65411234,1,1.00000000,9
tworoom,22075,1.21971381,6.56338549,2,1.00000000,9
tworoom,22117,14.51140499,7.14713573,3,1.00000000,9
tworoom,22180,14.00639820,10.75577831,3,1.00000000,9
tworoom,22228,10.28979969,8.53518772,3,1.00000000,9
tworoom,22239,7.26220226,5.28413534,3,1.00000000,9
tworoom,22242,7.22531986,5.85909224,3,1.00000000,9
tworoom,22282,11.45155525,-4.13620234,1,1.00000000,9
tworoom,22346,5.69050264,-5.13906193,1,1.00000000,9
tworoom,22373,-0.97082633,9.47041702,2,1.00000000,9
